                0       TOTAL        AMBER     CONTACTS          SOL           HB  | TEMPERATURE
Sim Anneal   4000  4.6058e+03   3.3627e+03   1.9600e+03   1.7201e+03  -2.4371e+03  | 840.000
Sim Anneal   5000  4.1480e+03   2.9125e+03   1.8214e+03   1.8529e+03  -2.4388e+03  | 800.000
Sim Anneal   6000  3.8633e+03   2.7877e+03   1.7064e+03   1.8010e+03  -2.4318e+03  | 760.000
Sim Anneal   7000  3.6602e+03   2.6300e+03   1.6362e+03   1.8209e+03  -2.4269e+03  | 720.000
Sim Anneal   8000  3.6221e+03   2.6817e+03   1.5075e+03   1.8679e+03  -2.4351e+03  | 680.000
Sim Anneal   9000  3.6075e+03   2.6828e+03   1.4840e+03   1.8765e+03  -2.4358e+03  | 640.000
Sim Anneal  10000  3.5580e+03   2.6285e+03   1.5780e+03   1.7883e+03  -2.4367e+03  | 600.000
Sim Anneal  11000  3.5562e+03   2.6175e+03   1.5854e+03   1.7893e+03  -2.4361e+03  | 560.000
Sim Anneal  12000  3.5530e+03   2.6113e+03   1.5884e+03   1.7892e+03  -2.4358e+03  | 520.000
Sim Anneal  13000  3.5599e+03   2.6472e+03   1.5640e+03   1.7891e+03  -2.4404e+03  | 480.000
Sim Anneal  14000  3.5390e+03   2.6353e+03   1.5463e+03   1.7975e+03  -2.4401e+03  | 440.000
Sim Anneal  15000  3.5390e+03   2.6353e+03   1.5463e+03   1.7975e+03  -2.4401e+03  | 400.000
Sim Anneal  16000  3.5464e+03   2.6359e+03   1.5527e+03   1.7981e+03  -2.4404e+03  | 360.000
Sim Anneal  17000  3.5295e+03   2.6657e+03   1.5056e+03   1.7975e+03  -2.4393e+03  | 320.000
Sim Anneal  18000  3.5067e+03   2.6583e+03   1.4667e+03   1.8205e+03  -2.4388e+03  | 280.000
Sim Anneal  19000  3.4929e+03   2.6205e+03   1.4864e+03   1.8221e+03  -2.4361e+03  | 240.000
Sim Anneal  20000  3.4946e+03   2.6327e+03   1.4778e+03   1.8216e+03  -2.4375e+03  | 200.000
Sim Anneal  21000  3.4946e+03   2.6327e+03   1.4778e+03   1.8216e+03  -2.4375e+03  | 160.000
Sim Anneal  22000  3.4867e+03   2.5934e+03   1.4615e+03   1.8660e+03  -2.4342e+03  | 120.000
Sim Anneal  23000  3.4142e+03   2.5810e+03   1.3491e+03   1.9156e+03  -2.4315e+03  | 80.000
Sim Anneal  24000  3.3983e+03   2.5734e+03   1.2962e+03   1.9607e+03  -2.4321e+03  | 40.000
Sim Anneal  25000  3.3983e+03   2.5734e+03   1.2962e+03   1.9607e+03  -2.4321e+03  |  0.000
ILSRR 3398.2605205621703 2049.426026904201 
Sim Anneal      0  1.9679e+10   1.9679e+10   2.1126e+04   1.1843e+03  -2.5043e+03  | -1.000
Sim Anneal   1000  8.6816e+03   4.5505e+03   5.2294e+03   1.3430e+03  -2.4413e+03  | 960.000
Sim Anneal   2000  6.4272e+03   4.0040e+03   3.0697e+03   1.7960e+03  -2.4425e+03  | 920.000
Sim Anneal   3000  5.9993e+03   3.7316e+03   3.1029e+03   1.6148e+03  -2.4501e+03  | 880.000
Sim Anneal   4000  5.8270e+03   3.6104e+03   3.0198e+03   1.6457e+03  -2.4490e+03  | 840.000
Sim Anneal   5000  5.6002e+03   3.5420e+03   2.6320e+03   1.8617e+03  -2.4355e+03  | 800.000
Sim Anneal   6000  5.2456e+03   3.4201e+03   2.5351e+03   1.7333e+03  -2.4430e+03  | 760.000
Sim Anneal   7000  5.0464e+03   3.2492e+03   2.5901e+03   1.6473e+03  -2.4402e+03  | 720.000
Sim Anneal   8000  4.7509e+03   3.3495e+03   1.9328e+03   1.9244e+03  -2.4558e+03  | 680.000
Sim Anneal   9000  4.4329e+03   3.2165e+03   1.7171e+03   1.9415e+03  -2.4421e+03  | 640.000
Sim Anneal  10000  4.2675e+03   3.1099e+03   1.6710e+03   1.9303e+03  -2.4437e+03  | 600.000
Sim Anneal  11000  4.1314e+03   2.9788e+03   1.6676e+03   1.9216e+03  -2.4367e+03  | 560.000
Sim Anneal  12000  4.1064e+03   2.9789e+03   1.6746e+03   1.8915e+03  -2.4386e+03  | 520.000
Sim Anneal  13000  4.0371e+03   2.9685e+03   1.7308e+03   1.7721e+03  -2.4343e+03  | 480.000
Sim Anneal  14000  3.9336e+03   3.0183e+03   1.5537e+03   1.8014e+03  -2.4399e+03  | 440.000
Sim Anneal  15000  3.7352e+03   3.0489e+03   1.3653e+03   1.7617e+03  -2.4407e+03  | 400.000
Sim Anneal  16000  3.7263e+03   3.0260e+03   1.3768e+03   1.7643e+03  -2.4408e+03  | 360.000
Sim Anneal  17000  3.7134e+03   2.9817e+03   1.3901e+03   1.7758e+03  -2.4342e+03  | 320.000
Sim Anneal  18000  3.6626e+03   2.9387e+03   1.3779e+03   1.7840e+03  -2.4379e+03  | 280.000
Sim Anneal  19000  3.5849e+03   2.9260e+03   1.3196e+03   1.7771e+03  -2.4377e+03  | 240.000
Sim Anneal  20000  3.5837e+03   2.9351e+03   1.3123e+03   1.7747e+03  -2.4384e+03  | 200.000
Sim Anneal  21000  3.5801e+03   2.9236e+03   1.3153e+03   1.7797e+03  -2.4385e+03  | 160.000
Sim Anneal  22000  3.5711e+03   2.9198e+03   1.3360e+03   1.7537e+03  -2.4385e+03  | 120.000
Sim Anneal  23000  3.5711e+03   2.9198e+03   1.3360e+03   1.7537e+03  -2.4385e+03  | 80.000
Sim Anneal  24000  3.5711e+03   2.9198e+03   1.3360e+03   1.7537e+03  -2.4385e+03  | 40.000
Sim Anneal  25000  3.5617e+03   2.9071e+03   1.2747e+03   1.8195e+03  -2.4396e+03  |  0.000
ILSRR 3561.6878442355337 2049.426026904201 
Sim Anneal      0  9.7755e+09   9.7755e+09   9.8886e+03   1.3049e+03  -2.5961e+03  | -1.000
Sim Anneal   1000  5.4846e+03   3.1340e+03   3.1297e+03   1.6310e+03  -2.4102e+03  | 960.000
Sim Anneal   2000  5.0415e+03   2.9949e+03   2.8341e+03   1.6181e+03  -2.4057e+03  | 920.000
Sim Anneal   3000  4.7107e+03   2.8261e+03   2.7161e+03   1.5740e+03  -2.4056e+03  | 880.000
Sim Anneal   4000  4.5653e+03   2.7050e+03   2.7718e+03   1.5072e+03  -2.4186e+03  | 840.000
Sim Anneal   5000  4.2166e+03   2.8570e+03   2.1454e+03   1.6427e+03  -2.4286e+03  | 800.000
Sim Anneal   6000  4.0518e+03   2.6562e+03   2.1475e+03   1.6742e+03  -2.4261e+03  | 760.000
Sim Anneal   7000  4.0479e+03   2.6439e+03   2.1526e+03   1.6749e+03  -2.4235e+03  | 720.000
Sim Anneal   8000  4.0109e+03   2.6968e+03   2.0465e+03   1.6932e+03  -2.4256e+03  | 680.000
Sim Anneal   9000  4.0178e+03   2.6926e+03   1.9572e+03   1.7943e+03  -2.4263e+03  | 640.000
Sim Anneal  10000  3.9968e+03   2.6944e+03   1.9390e+03   1.7835e+03  -2.4201e+03  | 600.000
Sim Anneal  11000  3.9868e+03   2.6676e+03   1.9464e+03   1.7908e+03  -2.4180e+03  | 560.000
Sim Anneal  12000  3.9821e+03   2.6624e+03   1.9474e+03   1.7905e+03  -2.4182e+03  | 520.000
Sim Anneal  13000  3.9390e+03   2.6139e+03   1.8752e+03   1.8692e+03  -2.4194e+03  | 480.000
Sim Anneal  14000  3.9174e+03   2.6241e+03   1.8403e+03   1.8756e+03  -2.4226e+03  | 440.000
Sim Anneal  15000  3.9023e+03   2.6279e+03   1.8193e+03   1.8787e+03  -2.4236e+03  | 400.000
Sim Anneal  16000  3.8998e+03   2.6281e+03   1.8257e+03   1.8702e+03  -2.4241e+03  | 360.000
Sim Anneal  17000  3.8644e+03   2.5797e+03   1.8370e+03   1.8679e+03  -2.4202e+03  | 320.000
Sim Anneal  18000  3.8339e+03   2.5596e+03   1.8710e+03   1.8183e+03  -2.4150e+03  | 280.000
Sim Anneal  19000  3.8236e+03   2.5647e+03   1.8891e+03   1.7846e+03  -2.4148e+03  | 240.000
Sim Anneal  20000  3.8236e+03   2.5647e+03   1.8891e+03   1.7846e+03  -2.4148e+03  | 200.000
Sim Anneal  21000  3.8135e+03   2.6419e+03   1.7574e+03   1.8309e+03  -2.4168e+03  | 160.000
Sim Anneal  22000  3.8135e+03   2.6419e+03   1.7574e+03   1.8309e+03  -2.4168e+03  | 120.000
Sim Anneal  23000  3.8135e+03   2.6419e+03   1.7574e+03   1.8309e+03  -2.4168e+03  | 80.000
Sim Anneal  24000  3.8135e+03   2.6419e+03   1.7574e+03   1.8309e+03  -2.4168e+03  | 40.000
Sim Anneal  25000  3.7949e+03   2.6333e+03   1.7544e+03   1.8199e+03  -2.4127e+03  |  0.000
ILSRR 3794.8788574532905 2049.426026904201 
Sim Anneal      0  7.1918e+08   7.1918e+08   9.8765e+03   1.5600e+03  -2.6947e+03  | -1.000
Sim Anneal   1000  6.2425e+03   3.3539e+03   4.1465e+03   1.1995e+03  -2.4574e+03  | 960.000
Sim Anneal   2000  4.2014e+03   2.7574e+03   2.5708e+03   1.3100e+03  -2.4368e+03  | 920.000
Sim Anneal   3000  3.6759e+03   2.6118e+03   2.1363e+03   1.3692e+03  -2.4414e+03  | 880.000
Sim Anneal   4000  3.6341e+03   2.6406e+03   2.0726e+03   1.3659e+03  -2.4450e+03  | 840.000
Sim Anneal   5000  3.5850e+03   2.7374e+03   1.8539e+03   1.4510e+03  -2.4573e+03  | 800.000
Sim Anneal   6000  3.3497e+03   2.5506e+03   1.7806e+03   1.4751e+03  -2.4566e+03  | 760.000
Sim Anneal   7000  3.3156e+03   2.5290e+03   1.7634e+03   1.4756e+03  -2.4524e+03  | 720.000
Sim Anneal   8000  3.3156e+03   2.5290e+03   1.7634e+03   1.4756e+03  -2.4524e+03  | 680.000
Sim Anneal   9000  3.2960e+03   2.5425e+03   1.7628e+03   1.4422e+03  -2.4515e+03  | 640.000
Sim Anneal  10000  3.2259e+03   2.6304e+03   1.5608e+03   1.4869e+03  -2.4521e+03  | 600.000
Sim Anneal  11000  3.1418e+03   2.5215e+03   1.5658e+03   1.5020e+03  -2.4475e+03  | 560.000
Sim Anneal  12000  3.0604e+03   2.4785e+03   1.4484e+03   1.5771e+03  -2.4436e+03  | 520.000
Sim Anneal  13000  3.0120e+03   2.4350e+03   1.4224e+03   1.5935e+03  -2.4389e+03  | 480.000
Sim Anneal  14000  2.9967e+03   2.4037e+03   1.4436e+03   1.5888e+03  -2.4394e+03  | 440.000
Sim Anneal  15000  2.9096e+03   2.3805e+03   1.3581e+03   1.6103e+03  -2.4393e+03  | 400.000
Sim Anneal  16000  2.8836e+03   2.3511e+03   1.3623e+03   1.6112e+03  -2.4410e+03  | 360.000
Sim Anneal  17000  2.8109e+03   2.3632e+03   1.1406e+03   1.7505e+03  -2.4435e+03  | 320.000
Sim Anneal  18000  2.7511e+03   2.3971e+03   1.2000e+03   1.6058e+03  -2.4517e+03  | 280.000
Sim Anneal  19000  2.6900e+03   2.3779e+03   1.1381e+03   1.6248e+03  -2.4508e+03  | 240.000
Sim Anneal  20000  2.6911e+03   2.3804e+03   1.1391e+03   1.6232e+03  -2.4515e+03  | 200.000
Sim Anneal  21000  2.6363e+03   2.3605e+03   9.7447e+02   1.7531e+03  -2.4519e+03  | 160.000
Sim Anneal  22000  2.6302e+03   2.3713e+03   9.6018e+02   1.7533e+03  -2.4546e+03  | 120.000
Sim Anneal  23000  2.6023e+03   2.3775e+03   1.0207e+03   1.6413e+03  -2.4372e+03  | 80.000
Sim Anneal  24000  2.5813e+03   2.3958e+03   9.6397e+02   1.6591e+03  -2.4375e+03  | 40.000
Sim Anneal  25000  2.5777e+03   2.3871e+03   9.8102e+02   1.6499e+03  -2.4403e+03  |  0.000
ILSRR 2577.6731724009333 2049.426026904201 
Sim Anneal      0  7.5744e+09   7.5743e+09   8.7293e+03   1.6193e+03  -2.6869e+03  | -1.000
Sim Anneal   1000  4.7211e+03   3.0135e+03   2.6849e+03   1.4473e+03  -2.4246e+03  | 960.000
Sim Anneal   2000  4.1610e+03   2.8857e+03   2.1473e+03   1.5635e+03  -2.4355e+03  | 920.000
Sim Anneal   3000  3.5255e+03   2.9327e+03   1.3605e+03   1.6740e+03  -2.4418e+03  | 880.000
Sim Anneal   4000  3.1646e+03   2.5479e+03   1.3508e+03   1.6942e+03  -2.4283e+03  | 840.000
Sim Anneal   5000  2.8573e+03   2.4333e+03   1.2952e+03   1.5542e+03  -2.4254e+03  | 800.000
Sim Anneal   6000  2.8072e+03   2.4241e+03   1.2257e+03   1.5859e+03  -2.4285e+03  | 760.000
Sim Anneal   7000  2.7739e+03   2.4346e+03   1.1925e+03   1.5808e+03  -2.4340e+03  | 720.000
Sim Anneal   8000  2.7448e+03   2.4133e+03   1.1897e+03   1.5754e+03  -2.4336e+03  | 680.000
Sim Anneal   9000  2.7350e+03   2.4021e+03   1.2091e+03   1.5553e+03  -2.4315e+03  | 640.000
Sim Anneal  10000  2.7278e+03   2.3929e+03   1.2141e+03   1.5526e+03  -2.4319e+03  | 600.000
Sim Anneal  11000  2.7352e+03   2.4095e+03   1.2010e+03   1.5558e+03  -2.4311e+03  | 560.000
Sim Anneal  12000  2.7290e+03   2.3978e+03   1.1975e+03   1.5662e+03  -2.4324e+03  | 520.000
Sim Anneal  13000  2.6706e+03   2.3610e+03   1.2149e+03   1.5260e+03  -2.4313e+03  | 480.000
Sim Anneal  14000  2.6275e+03   2.3660e+03   1.0679e+03   1.6310e+03  -2.4374e+03  | 440.000
Sim Anneal  15000  2.6055e+03   2.3405e+03   1.0961e+03   1.6051e+03  -2.4363e+03  | 400.000
Sim Anneal  16000  2.5945e+03   2.3420e+03   1.0709e+03   1.6147e+03  -2.4331e+03  | 360.000
Sim Anneal  17000  2.5825e+03   2.3316e+03   1.0694e+03   1.6149e+03  -2.4334e+03  | 320.000
Sim Anneal  18000  2.5565e+03   2.3468e+03   1.0623e+03   1.5845e+03  -2.4372e+03  | 280.000
Sim Anneal  19000  2.5364e+03   2.3388e+03   1.0561e+03   1.5796e+03  -2.4381e+03  | 240.000
Sim Anneal  20000  2.5371e+03   2.3388e+03   1.0563e+03   1.5815e+03  -2.4395e+03  | 200.000
Sim Anneal  21000  2.5344e+03   2.3421e+03   1.0484e+03   1.5817e+03  -2.4378e+03  | 160.000
Sim Anneal  22000  2.5247e+03   2.3213e+03   1.0618e+03   1.5777e+03  -2.4361e+03  | 120.000
Sim Anneal  23000  2.5236e+03   2.3265e+03   1.0528e+03   1.5800e+03  -2.4357e+03  | 80.000
Sim Anneal  24000  2.5150e+03   2.3019e+03   1.0651e+03   1.5845e+03  -2.4365e+03  | 40.000
Sim Anneal  25000  2.5150e+03   2.3019e+03   1.0651e+03   1.5845e+03  -2.4365e+03  |  0.000
ILSRR 2514.952291568991 2049.426026904201 
Sim Anneal      0  7.7478e+10   7.7478e+10   7.6887e+03   2.4345e+03  -2.7342e+03  | -1.000
Sim Anneal   1000  8.3193e+03   4.4929e+03   5.1679e+03   1.1447e+03  -2.4862e+03  | 960.000
Sim Anneal   2000  6.0211e+03   3.5443e+03   3.4434e+03   1.5123e+03  -2.4789e+03  | 920.000
Sim Anneal   3000  4.9545e+03   3.2993e+03   2.3104e+03   1.8039e+03  -2.4591e+03  | 880.000
Sim Anneal   4000  4.0927e+03   3.1877e+03   1.6499e+03   1.7195e+03  -2.4645e+03  | 840.000
Sim Anneal   5000  3.6800e+03   2.8472e+03   1.5490e+03   1.7516e+03  -2.4678e+03  | 800.000
Sim Anneal   6000  3.6062e+03   2.8787e+03   1.4502e+03   1.7524e+03  -2.4751e+03  | 760.000
Sim Anneal   7000  3.4463e+03   2.9058e+03   1.2308e+03   1.7682e+03  -2.4586e+03  | 720.000
Sim Anneal   8000  3.3928e+03   2.8425e+03   1.3251e+03   1.6832e+03  -2.4580e+03  | 680.000
Sim Anneal   9000  3.3709e+03   2.8870e+03   1.2379e+03   1.7040e+03  -2.4580e+03  | 640.000
Sim Anneal  10000  3.3424e+03   2.8628e+03   1.2497e+03   1.6889e+03  -2.4590e+03  | 600.000
Sim Anneal  11000  3.1574e+03   2.7467e+03   1.0566e+03   1.8107e+03  -2.4566e+03  | 560.000
Sim Anneal  12000  3.0748e+03   2.7074e+03   1.0260e+03   1.8019e+03  -2.4605e+03  | 520.000
Sim Anneal  13000  3.0329e+03   2.7767e+03   1.1215e+03   1.5947e+03  -2.4600e+03  | 480.000
Sim Anneal  14000  2.9421e+03   2.7794e+03   9.4497e+02   1.6749e+03  -2.4572e+03  | 440.000
Sim Anneal  15000  2.9420e+03   2.7656e+03   9.5707e+02   1.6759e+03  -2.4566e+03  | 400.000
Sim Anneal  16000  2.8446e+03   2.8123e+03   8.2997e+02   1.6675e+03  -2.4652e+03  | 360.000
Sim Anneal  17000  2.8014e+03   2.7400e+03   8.7957e+02   1.6444e+03  -2.4626e+03  | 320.000
Sim Anneal  18000  2.7963e+03   2.7433e+03   8.6999e+02   1.6459e+03  -2.4629e+03  | 280.000
Sim Anneal  19000  2.7554e+03   2.6867e+03   8.7852e+02   1.6503e+03  -2.4601e+03  | 240.000
Sim Anneal  20000  2.7214e+03   2.6767e+03   8.5878e+02   1.6547e+03  -2.4688e+03  | 200.000
Sim Anneal  21000  2.7029e+03   2.6776e+03   8.4521e+02   1.6481e+03  -2.4680e+03  | 160.000
Sim Anneal  22000  2.7029e+03   2.6776e+03   8.4521e+02   1.6481e+03  -2.4680e+03  | 120.000
Sim Anneal  23000  2.6805e+03   2.6337e+03   8.4553e+02   1.6641e+03  -2.4629e+03  | 80.000
Sim Anneal  24000  2.6618e+03   2.6393e+03   8.2605e+02   1.6629e+03  -2.4664e+03  | 40.000
Sim Anneal  25000  2.6436e+03   2.6035e+03   8.0241e+02   1.6992e+03  -2.4614e+03  |  0.000
ILSRR 2643.649161747737 2049.426026904201 
Sim Anneal      0  3.0463e+04   8.4767e+03   2.3528e+04   9.5149e+02  -2.4937e+03  | -1.000
Sim Anneal   1000  5.2670e+03   3.8603e+03   2.2958e+03   1.5790e+03  -2.4681e+03  | 960.000
Sim Anneal   2000  4.3585e+03   3.1501e+03   2.1687e+03   1.4727e+03  -2.4330e+03  | 920.000
Sim Anneal   3000  3.4130e+03   3.0294e+03   1.1032e+03   1.7282e+03  -2.4478e+03  | 880.000
Sim Anneal   4000  3.3950e+03   2.9988e+03   1.1210e+03   1.7223e+03  -2.4471e+03  | 840.000
Sim Anneal   5000  3.3884e+03   3.0077e+03   1.1055e+03   1.7201e+03  -2.4448e+03  | 800.000
Sim Anneal   6000  3.1206e+03   2.8755e+03   9.8661e+02   1.7182e+03  -2.4597e+03  | 760.000
Sim Anneal   7000  3.0835e+03   2.8212e+03   1.0469e+03   1.6644e+03  -2.4490e+03  | 720.000
Sim Anneal   8000  3.0423e+03   2.7992e+03   1.0469e+03   1.6528e+03  -2.4566e+03  | 680.000
Sim Anneal   9000  2.9868e+03   2.7702e+03   9.9963e+02   1.6671e+03  -2.4502e+03  | 640.000
Sim Anneal  10000  2.9465e+03   2.7889e+03   9.0664e+02   1.7011e+03  -2.4501e+03  | 600.000
Sim Anneal  11000  2.9307e+03   2.7712e+03   9.3255e+02   1.6888e+03  -2.4619e+03  | 560.000
Sim Anneal  12000  2.8960e+03   2.7214e+03   9.3610e+02   1.6956e+03  -2.4571e+03  | 520.000
Sim Anneal  13000  2.8960e+03   2.7214e+03   9.3610e+02   1.6956e+03  -2.4571e+03  | 480.000
Sim Anneal  14000  2.8757e+03   2.7141e+03   9.2228e+02   1.6963e+03  -2.4570e+03  | 440.000
Sim Anneal  15000  2.8738e+03   2.7776e+03   7.9486e+02   1.7688e+03  -2.4674e+03  | 400.000
Sim Anneal  16000  2.8727e+03   2.7838e+03   7.9166e+02   1.7670e+03  -2.4697e+03  | 360.000
Sim Anneal  17000  2.8483e+03   2.7511e+03   8.0050e+02   1.7674e+03  -2.4708e+03  | 320.000
Sim Anneal  18000  2.8483e+03   2.7511e+03   8.0050e+02   1.7674e+03  -2.4708e+03  | 280.000
Sim Anneal  19000  2.8522e+03   2.7548e+03   7.9964e+02   1.7678e+03  -2.4701e+03  | 240.000
Sim Anneal  20000  2.8216e+03   2.6592e+03   8.6681e+02   1.7568e+03  -2.4612e+03  | 200.000
Sim Anneal  21000  2.7852e+03   2.6607e+03   8.6403e+02   1.7257e+03  -2.4653e+03  | 160.000
Sim Anneal  22000  2.7770e+03   2.6712e+03   8.3414e+02   1.7397e+03  -2.4680e+03  | 120.000
Sim Anneal  23000  2.7499e+03   2.6676e+03   8.0649e+02   1.7412e+03  -2.4654e+03  | 80.000
Sim Anneal  24000  2.7491e+03   2.6506e+03   8.1998e+02   1.7427e+03  -2.4641e+03  | 40.000
Sim Anneal  25000  2.7452e+03   2.6434e+03   8.2490e+02   1.7428e+03  -2.4659e+03  |  0.000
ILSRR 2745.171818798205 2049.426026904201 
Sim Anneal      0  2.6120e+05   2.4619e+05   1.6308e+04   1.1584e+03  -2.4558e+03  | -1.000
Sim Anneal   1000  8.3798e+03   3.5921e+03   5.9146e+03   1.3071e+03  -2.4340e+03  | 960.000
Sim Anneal   2000  7.1313e+03   3.3639e+03   4.8224e+03   1.3950e+03  -2.4500e+03  | 920.000
Sim Anneal   3000  6.6572e+03   3.1147e+03   4.6225e+03   1.3622e+03  -2.4421e+03  | 880.000
Sim Anneal   4000  6.4165e+03   3.0343e+03   4.4978e+03   1.3176e+03  -2.4332e+03  | 840.000
Sim Anneal   5000  6.0399e+03   3.0034e+03   4.2076e+03   1.2771e+03  -2.4482e+03  | 800.000
Sim Anneal   6000  5.8568e+03   2.9019e+03   4.1221e+03   1.2801e+03  -2.4474e+03  | 760.000
Sim Anneal   7000  5.7267e+03   2.8084e+03   4.0818e+03   1.2806e+03  -2.4441e+03  | 720.000
Sim Anneal   8000  4.6188e+03   2.9063e+03   2.8049e+03   1.3576e+03  -2.4500e+03  | 680.000
Sim Anneal   9000  4.4624e+03   2.8067e+03   2.7157e+03   1.3813e+03  -2.4413e+03  | 640.000
Sim Anneal  10000  4.1350e+03   2.7125e+03   2.4188e+03   1.4397e+03  -2.4359e+03  | 600.000
Sim Anneal  11000  3.9530e+03   2.6749e+03   2.1536e+03   1.5557e+03  -2.4311e+03  | 560.000
Sim Anneal  12000  3.3981e+03   2.5117e+03   1.5852e+03   1.7470e+03  -2.4458e+03  | 520.000
Sim Anneal  13000  3.3404e+03   2.4171e+03   1.6481e+03   1.7108e+03  -2.4355e+03  | 480.000
Sim Anneal  14000  3.2462e+03   2.3126e+03   1.6587e+03   1.7062e+03  -2.4313e+03  | 440.000
Sim Anneal  15000  3.1582e+03   2.2668e+03   1.5691e+03   1.7560e+03  -2.4337e+03  | 400.000
Sim Anneal  16000  3.1382e+03   2.2597e+03   1.5539e+03   1.7570e+03  -2.4324e+03  | 360.000
Sim Anneal  17000  3.0748e+03   2.2314e+03   1.4908e+03   1.7885e+03  -2.4359e+03  | 320.000
Sim Anneal  18000  3.0607e+03   2.2284e+03   1.4798e+03   1.7861e+03  -2.4336e+03  | 280.000
Sim Anneal  19000  3.0533e+03   2.2321e+03   1.4627e+03   1.7960e+03  -2.4375e+03  | 240.000
Sim Anneal  20000  3.0505e+03   2.2360e+03   1.4523e+03   1.7955e+03  -2.4334e+03  | 200.000
Sim Anneal  21000  3.0501e+03   2.2245e+03   1.4636e+03   1.7958e+03  -2.4338e+03  | 160.000
Sim Anneal  22000  2.9695e+03   2.3334e+03   1.1956e+03   1.8758e+03  -2.4353e+03  | 120.000
Sim Anneal  23000  2.9485e+03   2.3015e+03   1.2058e+03   1.8789e+03  -2.4377e+03  | 80.000
Sim Anneal  24000  2.9469e+03   2.3045e+03   1.2011e+03   1.8782e+03  -2.4369e+03  | 40.000
Sim Anneal  25000  2.9279e+03   2.2902e+03   1.1910e+03   1.8824e+03  -2.4357e+03  |  0.000
ILSRR 2927.856307173006 2049.426026904201 
Sim Anneal      0  3.0960e+09   3.0960e+09   8.7277e+03   1.6472e+03  -2.7667e+03  | -1.000
Sim Anneal   1000  8.9475e+03   3.6024e+03   6.5714e+03   1.2388e+03  -2.4652e+03  | 960.000
Sim Anneal   2000  8.5688e+03   3.2283e+03   6.5541e+03   1.2451e+03  -2.4586e+03  | 920.000
Sim Anneal   3000  8.5385e+03   3.2225e+03   6.5642e+03   1.2324e+03  -2.4806e+03  | 880.000
Sim Anneal   4000  7.3642e+03   3.3330e+03   5.1364e+03   1.3604e+03  -2.4656e+03  | 840.000
Sim Anneal   5000  5.1693e+03   2.9823e+03   3.1875e+03   1.4467e+03  -2.4472e+03  | 800.000
Sim Anneal   6000  4.6258e+03   2.7921e+03   2.9350e+03   1.3357e+03  -2.4370e+03  | 760.000
Sim Anneal   7000  4.2923e+03   3.0371e+03   2.2740e+03   1.4296e+03  -2.4484e+03  | 720.000
Sim Anneal   8000  3.9659e+03   2.7991e+03   2.1389e+03   1.4820e+03  -2.4542e+03  | 680.000
Sim Anneal   9000  3.7849e+03   2.6775e+03   2.0426e+03   1.4937e+03  -2.4290e+03  | 640.000
Sim Anneal  10000  3.3979e+03   2.5554e+03   1.7029e+03   1.5631e+03  -2.4235e+03  | 600.000
Sim Anneal  11000  3.3795e+03   2.5308e+03   1.7103e+03   1.5612e+03  -2.4229e+03  | 560.000
Sim Anneal  12000  3.3592e+03   2.5756e+03   1.6446e+03   1.5642e+03  -2.4252e+03  | 520.000
Sim Anneal  13000  3.2190e+03   2.4871e+03   1.5748e+03   1.5852e+03  -2.4281e+03  | 480.000
Sim Anneal  14000  3.2168e+03   2.4741e+03   1.5866e+03   1.5840e+03  -2.4279e+03  | 440.000
Sim Anneal  15000  3.1982e+03   2.4557e+03   1.5868e+03   1.5847e+03  -2.4290e+03  | 400.000
Sim Anneal  16000  3.1440e+03   2.3872e+03   1.5468e+03   1.6354e+03  -2.4254e+03  | 360.000
Sim Anneal  17000  3.1373e+03   2.3984e+03   1.5540e+03   1.6094e+03  -2.4246e+03  | 320.000
Sim Anneal  18000  3.1294e+03   2.4024e+03   1.5373e+03   1.6130e+03  -2.4234e+03  | 280.000
Sim Anneal  19000  3.1132e+03   2.4520e+03   1.4879e+03   1.5977e+03  -2.4245e+03  | 240.000
Sim Anneal  20000  3.1111e+03   2.4731e+03   1.4644e+03   1.5998e+03  -2.4262e+03  | 200.000
Sim Anneal  21000  3.0380e+03   2.4204e+03   1.4250e+03   1.6162e+03  -2.4237e+03  | 160.000
Sim Anneal  22000  3.0235e+03   2.4105e+03   1.4100e+03   1.6286e+03  -2.4255e+03  | 120.000
Sim Anneal  23000  2.9788e+03   2.3675e+03   1.3609e+03   1.6750e+03  -2.4246e+03  | 80.000
Sim Anneal  24000  2.9278e+03   2.3503e+03   1.4007e+03   1.5996e+03  -2.4228e+03  | 40.000
Sim Anneal  25000  2.7545e+03   2.3615e+03   1.0809e+03   1.7468e+03  -2.4348e+03  |  0.000
ILSRR 2754.461844495453 2049.426026904201 
Sim Anneal      0  1.6706e+14   1.6706e+14   1.5283e+04   1.3563e+03  -2.6364e+03  | -1.000
Sim Anneal   1000  5.8605e+03   3.4237e+03   3.5817e+03   1.3056e+03  -2.4505e+03  | 960.000
Sim Anneal   2000  4.4682e+03   2.8800e+03   2.5003e+03   1.5596e+03  -2.4718e+03  | 920.000
Sim Anneal   3000  4.1478e+03   2.7569e+03   2.3377e+03   1.5078e+03  -2.4546e+03  | 880.000
Sim Anneal   4000  4.0522e+03   2.7041e+03   2.2612e+03   1.5357e+03  -2.4489e+03  | 840.000
Sim Anneal   5000  3.9012e+03   2.6532e+03   2.1505e+03   1.5552e+03  -2.4576e+03  | 800.000
Sim Anneal   6000  3.7868e+03   2.8479e+03   1.7539e+03   1.6473e+03  -2.4623e+03  | 760.000
