                0       TOTAL        AMBER     CONTACTS          SOL           HB  | TEMPERATURE
Sim Anneal  22000  3.4970e+03   2.3016e+03   2.2464e+03   1.3760e+03  -2.4270e+03  | 120.000
Sim Anneal  23000  3.4552e+03   2.3108e+03   2.2016e+03   1.3673e+03  -2.4245e+03  | 80.000
Sim Anneal  24000  3.4301e+03   2.2170e+03   2.2462e+03   1.3951e+03  -2.4283e+03  | 40.000
Sim Anneal  25000  3.4221e+03   2.2579e+03   2.2172e+03   1.3767e+03  -2.4297e+03  |  0.000
ILSRR 3422.074146257564 1868.4254456162357 
Sim Anneal      0  2.9362e+13   2.9362e+13   2.6971e+04   1.0047e+03  -2.5514e+03  | -1.000
Sim Anneal   1000  6.4210e+03   2.9639e+03   4.4044e+03   1.4942e+03  -2.4415e+03  | 960.000
Sim Anneal   2000  5.7991e+03   2.7589e+03   3.9325e+03   1.5414e+03  -2.4336e+03  | 920.000
Sim Anneal   3000  5.1985e+03   2.8192e+03   3.2741e+03   1.5362e+03  -2.4310e+03  | 880.000
Sim Anneal   4000  4.7265e+03   2.6979e+03   2.9300e+03   1.5189e+03  -2.4203e+03  | 840.000
Sim Anneal   5000  4.2944e+03   2.7730e+03   2.2340e+03   1.7162e+03  -2.4288e+03  | 800.000
Sim Anneal   6000  3.8701e+03   2.6807e+03   1.9489e+03   1.6560e+03  -2.4154e+03  | 760.000
Sim Anneal   7000  3.8354e+03   2.6508e+03   1.9474e+03   1.6533e+03  -2.4161e+03  | 720.000
Sim Anneal   8000  3.8195e+03   2.5457e+03   2.0525e+03   1.6356e+03  -2.4143e+03  | 680.000
Sim Anneal   9000  3.7903e+03   2.5589e+03   2.1560e+03   1.4922e+03  -2.4168e+03  | 640.000
Sim Anneal  10000  3.6983e+03   2.6138e+03   1.9412e+03   1.5585e+03  -2.4152e+03  | 600.000
Sim Anneal  11000  3.6355e+03   2.5932e+03   1.8793e+03   1.5820e+03  -2.4191e+03  | 560.000
Sim Anneal  12000  3.6039e+03   2.5587e+03   1.8858e+03   1.5807e+03  -2.4212e+03  | 520.000
Sim Anneal  13000  3.6047e+03   2.5624e+03   1.8797e+03   1.5844e+03  -2.4218e+03  | 480.000
Sim Anneal  14000  3.5919e+03   2.5628e+03   1.8688e+03   1.5820e+03  -2.4217e+03  | 440.000
Sim Anneal  15000  3.5545e+03   2.4727e+03   1.9270e+03   1.5740e+03  -2.4192e+03  | 400.000
Sim Anneal  16000  3.5181e+03   2.4721e+03   1.7830e+03   1.6846e+03  -2.4216e+03  | 360.000
Sim Anneal  17000  3.5133e+03   2.4714e+03   1.7792e+03   1.6862e+03  -2.4235e+03  | 320.000
Sim Anneal  18000  3.4698e+03   2.4655e+03   1.7475e+03   1.6839e+03  -2.4271e+03  | 280.000
Sim Anneal  19000  3.4607e+03   2.4643e+03   1.7440e+03   1.6832e+03  -2.4308e+03  | 240.000
Sim Anneal  20000  3.4542e+03   2.4627e+03   1.7358e+03   1.6838e+03  -2.4280e+03  | 200.000
Sim Anneal  21000  3.4165e+03   2.4593e+03   1.6953e+03   1.6917e+03  -2.4298e+03  | 160.000
Sim Anneal  22000  3.4114e+03   2.4483e+03   1.6985e+03   1.6946e+03  -2.4301e+03  | 120.000
Sim Anneal  23000  3.4114e+03   2.4483e+03   1.6985e+03   1.6946e+03  -2.4301e+03  | 80.000
Sim Anneal  24000  3.4114e+03   2.4483e+03   1.6985e+03   1.6946e+03  -2.4301e+03  | 40.000
Sim Anneal  25000  3.4114e+03   2.4483e+03   1.6985e+03   1.6946e+03  -2.4301e+03  |  0.000
ILSRR 3411.391993695197 1868.4254456162357 
Sim Anneal      0  1.0022e+12   1.0022e+12   1.6962e+04   1.4747e+03  -2.6353e+03  | -1.000
Sim Anneal   1000  6.8514e+03   3.7040e+03   4.4392e+03   1.1282e+03  -2.4199e+03  | 960.000
Sim Anneal   2000  5.3675e+03   3.9679e+03   2.5525e+03   1.3058e+03  -2.4588e+03  | 920.000
Sim Anneal   3000  4.6252e+03   3.2681e+03   2.3433e+03   1.4336e+03  -2.4198e+03  | 880.000
Sim Anneal   4000  4.1643e+03   2.9433e+03   2.1925e+03   1.4441e+03  -2.4156e+03  | 840.000
Sim Anneal   5000  3.9204e+03   2.8596e+03   1.9468e+03   1.5377e+03  -2.4237e+03  | 800.000
Sim Anneal   6000  3.7961e+03   2.9609e+03   1.6446e+03   1.6188e+03  -2.4282e+03  | 760.000
Sim Anneal   7000  3.7661e+03   2.8500e+03   1.7293e+03   1.6067e+03  -2.4199e+03  | 720.000
Sim Anneal   8000  3.6024e+03   2.8035e+03   1.6150e+03   1.6101e+03  -2.4263e+03  | 680.000
Sim Anneal   9000  3.5127e+03   2.6850e+03   1.4374e+03   1.8032e+03  -2.4129e+03  | 640.000
Sim Anneal  10000  3.4539e+03   2.6140e+03   1.4450e+03   1.8101e+03  -2.4151e+03  | 600.000
Sim Anneal  11000  3.3713e+03   2.5977e+03   1.3625e+03   1.8243e+03  -2.4133e+03  | 560.000
Sim Anneal  12000  3.3788e+03   2.6172e+03   1.3574e+03   1.8189e+03  -2.4148e+03  | 520.000
Sim Anneal  13000  3.3791e+03   2.6206e+03   1.3568e+03   1.8150e+03  -2.4133e+03  | 480.000
Sim Anneal  14000  3.3233e+03   2.5496e+03   1.4179e+03   1.7683e+03  -2.4126e+03  | 440.000
Sim Anneal  15000  3.3248e+03   2.5851e+03   1.3721e+03   1.7828e+03  -2.4153e+03  | 400.000
Sim Anneal  16000  3.3107e+03   2.5859e+03   1.3584e+03   1.7808e+03  -2.4144e+03  | 360.000
Sim Anneal  17000  3.2927e+03   2.5670e+03   1.3473e+03   1.7861e+03  -2.4078e+03  | 320.000
Sim Anneal  18000  3.2897e+03   2.5624e+03   1.3515e+03   1.7844e+03  -2.4086e+03  | 280.000
Sim Anneal  19000  3.2889e+03   2.5761e+03   1.3362e+03   1.7869e+03  -2.4104e+03  | 240.000
Sim Anneal  20000  3.2651e+03   2.5171e+03   1.5720e+03   1.5871e+03  -2.4111e+03  | 200.000
Sim Anneal  21000  3.2111e+03   2.5045e+03   1.3802e+03   1.7411e+03  -2.4147e+03  | 160.000
Sim Anneal  22000  3.2107e+03   2.5093e+03   1.3778e+03   1.7377e+03  -2.4141e+03  | 120.000
Sim Anneal  23000  3.1974e+03   2.4975e+03   1.3848e+03   1.7293e+03  -2.4142e+03  | 80.000
Sim Anneal  24000  3.1741e+03   2.4666e+03   1.3828e+03   1.7390e+03  -2.4144e+03  | 40.000
Sim Anneal  25000  3.1741e+03   2.4666e+03   1.3828e+03   1.7390e+03  -2.4144e+03  |  0.000
ILSRR 3174.053007751758 1868.4254456162357 
Sim Anneal      0  1.0971e+10   1.0971e+10   2.2969e+04   1.0741e+03  -2.6137e+03  | -1.000
Sim Anneal   1000  5.8042e+03   3.9317e+03   2.7121e+03   1.6122e+03  -2.4519e+03  | 960.000
Sim Anneal   2000  4.8643e+03   3.3626e+03   2.1407e+03   1.7986e+03  -2.4376e+03  | 920.000
Sim Anneal   3000  4.6206e+03   3.2111e+03   2.0547e+03   1.8031e+03  -2.4483e+03  | 880.000
Sim Anneal   4000  4.1120e+03   3.0608e+03   1.7051e+03   1.7824e+03  -2.4363e+03  | 840.000
Sim Anneal   5000  4.0669e+03   3.0818e+03   1.5813e+03   1.8393e+03  -2.4355e+03  | 800.000
Sim Anneal   6000  4.0054e+03   3.0427e+03   1.5436e+03   1.8551e+03  -2.4360e+03  | 760.000
Sim Anneal   7000  3.9863e+03   3.0364e+03   1.5524e+03   1.8353e+03  -2.4378e+03  | 720.000
Sim Anneal   8000  3.9576e+03   3.0142e+03   1.5450e+03   1.8385e+03  -2.4401e+03  | 680.000
Sim Anneal   9000  3.9041e+03   2.9828e+03   1.5156e+03   1.8460e+03  -2.4403e+03  | 640.000
Sim Anneal  10000  3.8567e+03   2.9345e+03   1.5168e+03   1.8416e+03  -2.4362e+03  | 600.000
Sim Anneal  11000  3.7695e+03   2.8449e+03   1.5177e+03   1.8488e+03  -2.4420e+03  | 560.000
Sim Anneal  12000  3.6122e+03   2.7136e+03   1.4387e+03   1.8983e+03  -2.4384e+03  | 520.000
Sim Anneal  13000  3.5831e+03   2.7025e+03   1.4187e+03   1.8989e+03  -2.4370e+03  | 480.000
Sim Anneal  14000  3.5763e+03   2.6919e+03   1.4211e+03   1.9006e+03  -2.4372e+03  | 440.000
Sim Anneal  15000  3.5727e+03   2.6860e+03   1.4243e+03   1.8989e+03  -2.4366e+03  | 400.000
Sim Anneal  16000  3.5727e+03   2.6860e+03   1.4243e+03   1.8989e+03  -2.4366e+03  | 360.000
Sim Anneal  17000  3.5501e+03   2.6740e+03   1.4135e+03   1.9000e+03  -2.4374e+03  | 320.000
Sim Anneal  18000  3.5296e+03   2.6453e+03   1.4344e+03   1.8880e+03  -2.4381e+03  | 280.000
Sim Anneal  19000  3.5296e+03   2.6453e+03   1.4344e+03   1.8880e+03  -2.4381e+03  | 240.000
Sim Anneal  20000  3.5174e+03   2.7171e+03   1.3197e+03   1.9094e+03  -2.4288e+03  | 200.000
Sim Anneal  21000  3.4802e+03   2.6903e+03   1.3069e+03   1.9129e+03  -2.4299e+03  | 160.000
Sim Anneal  22000  3.4533e+03   2.6508e+03   1.3215e+03   1.9088e+03  -2.4279e+03  | 120.000
Sim Anneal  23000  3.4364e+03   2.6347e+03   1.3203e+03   1.9102e+03  -2.4288e+03  | 80.000
Sim Anneal  24000  3.4341e+03   2.6291e+03   1.3231e+03   1.9111e+03  -2.4292e+03  | 40.000
Sim Anneal  25000  3.3989e+03   2.6004e+03   1.3155e+03   1.9126e+03  -2.4296e+03  |  0.000
ILSRR 3398.907571564165 1868.4254456162357 
Sim Anneal      0  3.8056e+10   3.8056e+10   1.4964e+04   1.0816e+03  -2.4377e+03  | -1.000
Sim Anneal   1000  6.1460e+03   3.4798e+03   3.9083e+03   1.1685e+03  -2.4107e+03  | 960.000
Sim Anneal   2000  5.7430e+03   3.5178e+03   3.4769e+03   1.1651e+03  -2.4169e+03  | 920.000
Sim Anneal   3000  5.2408e+03   3.2740e+03   3.1413e+03   1.2496e+03  -2.4241e+03  | 880.000
Sim Anneal   4000  4.9237e+03   3.0374e+03   3.0486e+03   1.2502e+03  -2.4125e+03  | 840.000
Sim Anneal   5000  4.8710e+03   3.1387e+03   2.9056e+03   1.2522e+03  -2.4255e+03  | 800.000
Sim Anneal   6000  4.6471e+03   2.8446e+03   3.0366e+03   1.1804e+03  -2.4144e+03  | 760.000
Sim Anneal   7000  4.5231e+03   2.9317e+03   2.7983e+03   1.2156e+03  -2.4224e+03  | 720.000
Sim Anneal   8000  4.4849e+03   2.9437e+03   2.7316e+03   1.2318e+03  -2.4222e+03  | 680.000
Sim Anneal   9000  4.3321e+03   2.8655e+03   2.6673e+03   1.2127e+03  -2.4135e+03  | 640.000
Sim Anneal  10000  4.1980e+03   2.8233e+03   2.5435e+03   1.2317e+03  -2.4005e+03  | 600.000
Sim Anneal  11000  3.9789e+03   2.7629e+03   2.3698e+03   1.2544e+03  -2.4082e+03  | 560.000
Sim Anneal  12000  3.9720e+03   2.7208e+03   2.4235e+03   1.2335e+03  -2.4058e+03  | 520.000
Sim Anneal  13000  3.9221e+03   2.7225e+03   2.3602e+03   1.2479e+03  -2.4084e+03  | 480.000
Sim Anneal  14000  3.8292e+03   2.7566e+03   2.2112e+03   1.2710e+03  -2.4097e+03  | 440.000
Sim Anneal  15000  3.7777e+03   2.7008e+03   2.2191e+03   1.2666e+03  -2.4088e+03  | 400.000
Sim Anneal  16000  3.7722e+03   2.6831e+03   2.2432e+03   1.2527e+03  -2.4068e+03  | 360.000
Sim Anneal  17000  3.6755e+03   2.5799e+03   2.2395e+03   1.2588e+03  -2.4026e+03  | 320.000
Sim Anneal  18000  3.5551e+03   2.5241e+03   2.1510e+03   1.2790e+03  -2.3990e+03  | 280.000
Sim Anneal  19000  3.5294e+03   2.5745e+03   2.0577e+03   1.3018e+03  -2.4045e+03  | 240.000
Sim Anneal  20000  3.5174e+03   2.5572e+03   2.0698e+03   1.2959e+03  -2.4055e+03  | 200.000
Sim Anneal  21000  3.5180e+03   2.5614e+03   2.0640e+03   1.2976e+03  -2.4049e+03  | 160.000
Sim Anneal  22000  3.5073e+03   2.5516e+03   2.0605e+03   1.2965e+03  -2.4013e+03  | 120.000
Sim Anneal  23000  3.5073e+03   2.5516e+03   2.0605e+03   1.2965e+03  -2.4013e+03  | 80.000
Sim Anneal  24000  3.4979e+03   2.5524e+03   2.0255e+03   1.3220e+03  -2.4020e+03  | 40.000
Sim Anneal  25000  3.4891e+03   2.5613e+03   2.0059e+03   1.3241e+03  -2.4024e+03  |  0.000
ILSRR 3489.051454792712 1868.4254456162357 
Sim Anneal      0  4.0817e+08   4.0814e+08   2.3328e+04   9.4591e+02  -2.4964e+03  | -1.000
Sim Anneal   1000  6.9218e+03   4.0380e+03   4.2048e+03   1.0714e+03  -2.3924e+03  | 960.000
Sim Anneal   2000  5.9270e+03   3.5508e+03   3.5689e+03   1.1784e+03  -2.3712e+03  | 920.000
Sim Anneal   3000  4.3393e+03   3.4361e+03   1.7140e+03   1.5839e+03  -2.3947e+03  | 880.000
Sim Anneal   4000  4.1084e+03   3.3839e+03   1.6221e+03   1.4932e+03  -2.3908e+03  | 840.000
Sim Anneal   5000  4.0095e+03   3.2767e+03   1.6236e+03   1.4999e+03  -2.3907e+03  | 800.000
Sim Anneal   6000  3.8895e+03   3.1998e+03   1.6020e+03   1.4745e+03  -2.3868e+03  | 760.000
Sim Anneal   7000  3.6396e+03   3.1633e+03   1.2935e+03   1.5719e+03  -2.3891e+03  | 720.000
Sim Anneal   8000  3.5631e+03   3.1084e+03   1.2622e+03   1.5781e+03  -2.3856e+03  | 680.000
Sim Anneal   9000  3.5366e+03   3.0948e+03   1.2557e+03   1.5750e+03  -2.3890e+03  | 640.000
Sim Anneal  10000  3.5253e+03   3.1003e+03   1.2296e+03   1.5835e+03  -2.3881e+03  | 600.000
Sim Anneal  11000  3.4778e+03   3.0652e+03   1.2152e+03   1.5870e+03  -2.3896e+03  | 560.000
Sim Anneal  12000  3.4519e+03   3.0278e+03   1.2213e+03   1.5917e+03  -2.3890e+03  | 520.000
Sim Anneal  13000  3.4417e+03   3.0228e+03   1.2182e+03   1.5900e+03  -2.3892e+03  | 480.000
Sim Anneal  14000  3.4224e+03   2.9925e+03   1.2617e+03   1.5592e+03  -2.3911e+03  | 440.000
Sim Anneal  15000  3.3985e+03   2.9591e+03   1.2705e+03   1.5623e+03  -2.3934e+03  | 400.000
Sim Anneal  16000  3.3784e+03   2.9570e+03   1.2592e+03   1.5529e+03  -2.3907e+03  | 360.000
Sim Anneal  17000  3.3653e+03   2.9361e+03   1.2690e+03   1.5496e+03  -2.3895e+03  | 320.000
Sim Anneal  18000  3.3403e+03   2.9017e+03   1.3002e+03   1.5259e+03  -2.3875e+03  | 280.000
Sim Anneal  19000  3.3324e+03   2.8881e+03   1.3008e+03   1.5329e+03  -2.3893e+03  | 240.000
Sim Anneal  20000  3.3268e+03   2.8972e+03   1.2575e+03   1.5608e+03  -2.3888e+03  | 200.000
Sim Anneal  21000  3.2430e+03   2.8718e+03   1.1757e+03   1.5833e+03  -2.3878e+03  | 160.000
Sim Anneal  22000  3.2283e+03   2.8661e+03   1.1630e+03   1.5883e+03  -2.3892e+03  | 120.000
Sim Anneal  23000  3.2287e+03   2.8731e+03   1.1590e+03   1.5866e+03  -2.3901e+03  | 80.000
Sim Anneal  24000  3.2287e+03   2.8731e+03   1.1590e+03   1.5866e+03  -2.3901e+03  | 40.000
Sim Anneal  25000  3.2286e+03   2.8639e+03   1.1664e+03   1.5879e+03  -2.3896e+03  |  0.000
ILSRR 3228.632135433071 1868.4254456162357 
Sim Anneal      0  9.1413e+07   9.1403e+07   1.1192e+04   9.4638e+02  -2.5244e+03  | -1.000
Sim Anneal   1000  7.4628e+03   3.4898e+03   5.1039e+03   1.3062e+03  -2.4372e+03  | 960.000
Sim Anneal   2000  6.0996e+03   3.4011e+03   3.4674e+03   1.6255e+03  -2.3945e+03  | 920.000
Sim Anneal   3000  5.2958e+03   3.1715e+03   2.7761e+03   1.7628e+03  -2.4146e+03  | 880.000
Sim Anneal   4000  4.8838e+03   2.8778e+03   2.6671e+03   1.7471e+03  -2.4082e+03  | 840.000
Sim Anneal   5000  4.8686e+03   2.7103e+03   2.8423e+03   1.7215e+03  -2.4054e+03  | 800.000
Sim Anneal   6000  4.6302e+03   2.6553e+03   2.5055e+03   1.8791e+03  -2.4097e+03  | 760.000
Sim Anneal   7000  4.6328e+03   2.6696e+03   2.5006e+03   1.8727e+03  -2.4102e+03  | 720.000
Sim Anneal   8000  4.4948e+03   2.9659e+03   1.9771e+03   1.9847e+03  -2.4329e+03  | 680.000
Sim Anneal   9000  4.3941e+03   2.6742e+03   2.2435e+03   1.9041e+03  -2.4277e+03  | 640.000
Sim Anneal  10000  4.3941e+03   2.6742e+03   2.2435e+03   1.9041e+03  -2.4277e+03  | 600.000
Sim Anneal  11000  4.3025e+03   2.6914e+03   2.0826e+03   1.9535e+03  -2.4250e+03  | 560.000
Sim Anneal  12000  4.2695e+03   2.5972e+03   2.1093e+03   1.9760e+03  -2.4130e+03  | 520.000
Sim Anneal  13000  4.1789e+03   2.5297e+03   2.0954e+03   1.9668e+03  -2.4131e+03  | 480.000
Sim Anneal  14000  4.1538e+03   2.5428e+03   1.9978e+03   2.0276e+03  -2.4144e+03  | 440.000
Sim Anneal  15000  4.1490e+03   2.5437e+03   1.9957e+03   2.0254e+03  -2.4159e+03  | 400.000
Sim Anneal  16000  4.1546e+03   2.5491e+03   1.9991e+03   2.0215e+03  -2.4151e+03  | 360.000
Sim Anneal  17000  4.1510e+03   2.5629e+03   1.9765e+03   2.0286e+03  -2.4171e+03  | 320.000
Sim Anneal  18000  4.1403e+03   2.5310e+03   2.0050e+03   2.0218e+03  -2.4175e+03  | 280.000
Sim Anneal  19000  4.1410e+03   2.5529e+03   1.9805e+03   2.0260e+03  -2.4184e+03  | 240.000
Sim Anneal  20000  4.1305e+03   2.5401e+03   1.9827e+03   2.0249e+03  -2.4172e+03  | 200.000
Sim Anneal  21000  4.1305e+03   2.5401e+03   1.9827e+03   2.0249e+03  -2.4172e+03  | 160.000
Sim Anneal  22000  4.1305e+03   2.5401e+03   1.9827e+03   2.0249e+03  -2.4172e+03  | 120.000
Sim Anneal  23000  4.1246e+03   2.5401e+03   1.9357e+03   2.0666e+03  -2.4178e+03  | 80.000
Sim Anneal  24000  4.1105e+03   2.5392e+03   1.9259e+03   2.0604e+03  -2.4150e+03  | 40.000
Sim Anneal  25000  4.1105e+03   2.5392e+03   1.9259e+03   2.0604e+03  -2.4150e+03  |  0.000
ILSRR 4110.477099775908 1868.4254456162357 
Sim Anneal      0  2.9777e+10   2.9776e+10   1.0372e+04   1.2034e+03  -2.5565e+03  | -1.000
Sim Anneal   1000  6.8044e+03   3.5173e+03   4.3498e+03   1.3678e+03  -2.4304e+03  | 960.000
Sim Anneal   2000  5.4204e+03   2.9147e+03   3.4814e+03   1.4352e+03  -2.4109e+03  | 920.000
Sim Anneal   3000  4.9417e+03   3.4956e+03   2.2599e+03   1.6010e+03  -2.4148e+03  | 880.000
Sim Anneal   4000  4.3945e+03   3.0037e+03   2.1362e+03   1.6750e+03  -2.4205e+03  | 840.000
Sim Anneal   5000  4.1040e+03   3.0116e+03   1.7798e+03   1.7423e+03  -2.4297e+03  | 800.000
Sim Anneal   6000  3.6313e+03   2.8269e+03   1.3898e+03   1.8318e+03  -2.4172e+03  | 760.000
Sim Anneal   7000  3.6189e+03   2.7976e+03   1.4042e+03   1.8369e+03  -2.4199e+03  | 720.000
Sim Anneal   8000  3.6151e+03   2.8212e+03   1.3792e+03   1.8350e+03  -2.4204e+03  | 680.000
Sim Anneal   9000  3.6246e+03   2.8285e+03   1.3806e+03   1.8386e+03  -2.4232e+03  | 640.000
Sim Anneal  10000  3.6447e+03   2.8433e+03   1.3918e+03   1.8330e+03  -2.4234e+03  | 600.000
Sim Anneal  11000  3.6222e+03   2.8405e+03   1.3668e+03   1.8376e+03  -2.4227e+03  | 560.000
Sim Anneal  12000  3.5114e+03   2.6997e+03   1.4017e+03   1.8293e+03  -2.4194e+03  | 520.000
Sim Anneal  13000  3.4946e+03   2.6826e+03   1.3195e+03   1.9084e+03  -2.4158e+03  | 480.000
Sim Anneal  14000  3.4627e+03   2.6536e+03   1.3216e+03   1.8996e+03  -2.4120e+03  | 440.000
Sim Anneal  15000  3.4516e+03   2.6336e+03   1.3296e+03   1.9038e+03  -2.4154e+03  | 400.000
Sim Anneal  16000  3.4473e+03   2.7428e+03   1.2141e+03   1.9164e+03  -2.4260e+03  | 360.000
Sim Anneal  17000  3.3834e+03   2.6112e+03   1.3285e+03   1.8629e+03  -2.4193e+03  | 320.000
Sim Anneal  18000  3.3563e+03   2.6004e+03   1.2900e+03   1.8819e+03  -2.4159e+03  | 280.000
Sim Anneal  19000  3.3239e+03   2.5953e+03   1.2744e+03   1.8738e+03  -2.4196e+03  | 240.000
Sim Anneal  20000  3.3138e+03   2.5616e+03   1.2987e+03   1.8711e+03  -2.4177e+03  | 200.000
Sim Anneal  21000  3.3118e+03   2.5694e+03   1.2891e+03   1.8725e+03  -2.4192e+03  | 160.000
Sim Anneal  22000  3.3118e+03   2.5694e+03   1.2891e+03   1.8725e+03  -2.4192e+03  | 120.000
Sim Anneal  23000  3.3118e+03   2.5694e+03   1.2891e+03   1.8725e+03  -2.4192e+03  | 80.000
Sim Anneal  24000  3.3092e+03   2.5670e+03   1.2911e+03   1.8693e+03  -2.4183e+03  | 40.000
Sim Anneal  25000  3.2994e+03   2.5547e+03   1.2973e+03   1.8680e+03  -2.4205e+03  |  0.000
ILSRR 3299.4222363722265 1868.4254456162357 
Sim Anneal      0  1.1941e+12   1.1941e+12   8.1430e+03   1.4801e+03  -2.5354e+03  | -1.000
Sim Anneal   1000  6.3007e+03   3.6254e+03   3.6272e+03   1.4806e+03  -2.4324e+03  | 960.000
Sim Anneal   2000  5.6923e+03   3.2925e+03   3.2710e+03   1.5677e+03  -2.4388e+03  | 920.000
Sim Anneal   3000  5.2737e+03   3.0530e+03   3.1826e+03   1.4739e+03  -2.4357e+03  | 880.000
Sim Anneal   4000  5.1260e+03   3.1870e+03   2.9080e+03   1.4517e+03  -2.4206e+03  | 840.000
Sim Anneal   5000  5.0837e+03   3.1441e+03   2.9203e+03   1.4391e+03  -2.4197e+03  | 800.000
Sim Anneal   6000  4.5628e+03   3.0322e+03   2.2884e+03   1.6610e+03  -2.4188e+03  | 760.000
Sim Anneal   7000  4.2830e+03   3.2758e+03   1.6665e+03   1.7518e+03  -2.4111e+03  | 720.000
Sim Anneal   8000  3.8110e+03   3.1042e+03   1.4045e+03   1.7100e+03  -2.4077e+03  | 680.000
Sim Anneal   9000  3.7405e+03   2.9600e+03   1.4742e+03   1.7161e+03  -2.4098e+03  | 640.000
Sim Anneal  10000  3.7043e+03   2.8836e+03   1.5108e+03   1.7172e+03  -2.4073e+03  | 600.000
Sim Anneal  11000  3.6694e+03   2.8325e+03   1.5272e+03   1.7155e+03  -2.4057e+03  | 560.000
Sim Anneal  12000  3.6713e+03   2.8204e+03   1.5347e+03   1.7234e+03  -2.4072e+03  | 520.000
Sim Anneal  13000  3.5754e+03   2.8650e+03   1.2184e+03   1.8991e+03  -2.4072e+03  | 480.000
Sim Anneal  14000  3.5627e+03   2.8581e+03   1.2099e+03   1.9023e+03  -2.4077e+03  | 440.000
Sim Anneal  15000  3.5677e+03   2.8625e+03   1.2103e+03   1.9038e+03  -2.4089e+03  | 400.000
Sim Anneal  16000  3.4313e+03   2.8751e+03   1.1396e+03   1.8340e+03  -2.4173e+03  | 360.000
Sim Anneal  17000  3.3798e+03   2.7904e+03   1.1660e+03   1.8404e+03  -2.4171e+03  | 320.000
Sim Anneal  18000  3.1983e+03   2.6545e+03   1.1547e+03   1.7996e+03  -2.4105e+03  | 280.000
Sim Anneal  19000  3.0846e+03   2.6354e+03   9.8045e+02   1.8833e+03  -2.4145e+03  | 240.000
Sim Anneal  20000  3.0809e+03   2.6392e+03   9.6637e+02   1.8898e+03  -2.4144e+03  | 200.000
Sim Anneal  21000  3.0832e+03   2.6326e+03   9.6918e+02   1.8958e+03  -2.4144e+03  | 160.000
Sim Anneal  22000  3.0823e+03   2.6225e+03   9.8278e+02   1.8917e+03  -2.4147e+03  | 120.000
Sim Anneal  23000  3.0741e+03   2.6306e+03   9.6681e+02   1.8909e+03  -2.4142e+03  | 80.000
Sim Anneal  24000  3.0741e+03   2.6306e+03   9.6681e+02   1.8909e+03  -2.4142e+03  | 40.000
Sim Anneal  25000  3.0743e+03   2.6306e+03   9.7088e+02   1.8869e+03  -2.4141e+03  |  0.000
ILSRR 3074.284262817194 1868.4254456162357 
Sim Anneal      0  1.0206e+10   1.0206e+10   7.1504e+03   1.6231e+03  -2.5060e+03  | -1.000
Sim Anneal   1000  7.9978e+03   3.5136e+03   5.8496e+03   1.0698e+03  -2.4352e+03  | 960.000
Sim Anneal   2000  5.2253e+03   3.1444e+03   3.2030e+03   1.2969e+03  -2.4190e+03  | 920.000
Sim Anneal   3000  4.9103e+03   2.9018e+03   3.1288e+03   1.3106e+03  -2.4309e+03  | 880.000
Sim Anneal   4000  4.3820e+03   2.7188e+03   2.5859e+03   1.5115e+03  -2.4343e+03  | 840.000
Sim Anneal   5000  4.2759e+03   2.6962e+03   2.5097e+03   1.5038e+03  -2.4338e+03  | 800.000
Sim Anneal   6000  4.2031e+03   2.6542e+03   2.4797e+03   1.4986e+03  -2.4294e+03  | 760.000
Sim Anneal   7000  4.1178e+03   2.6725e+03   2.3602e+03   1.5128e+03  -2.4276e+03  | 720.000
Sim Anneal   8000  4.0888e+03   2.7010e+03   2.3463e+03   1.4770e+03  -2.4355e+03  | 680.000
Sim Anneal   9000  4.0008e+03   2.5949e+03   2.3338e+03   1.5107e+03  -2.4386e+03  | 640.000
Sim Anneal  10000  3.9938e+03   2.5932e+03   2.3251e+03   1.5217e+03  -2.4462e+03  | 600.000
Sim Anneal  11000  3.9206e+03   2.5940e+03   2.2574e+03   1.5180e+03  -2.4488e+03  | 560.000
Sim Anneal  12000  3.8644e+03   2.5157e+03   2.2925e+03   1.5062e+03  -2.4499e+03  | 520.000
Sim Anneal  13000  3.8605e+03   2.5231e+03   2.2771e+03   1.5089e+03  -2.4486e+03  | 480.000
Sim Anneal  14000  3.8760e+03   2.5179e+03   2.3097e+03   1.5015e+03  -2.4530e+03  | 440.000
Sim Anneal  15000  3.8592e+03   2.4989e+03   2.2809e+03   1.5295e+03  -2.4500e+03  | 400.000
Sim Anneal  16000  3.8538e+03   2.5104e+03   2.2567e+03   1.5348e+03  -2.4480e+03  | 360.000
Sim Anneal  17000  3.8538e+03   2.5059e+03   2.2621e+03   1.5342e+03  -2.4484e+03  | 320.000
Sim Anneal  18000  3.8495e+03   2.5043e+03   2.2595e+03   1.5341e+03  -2.4484e+03  | 280.000
Sim Anneal  19000  3.8495e+03   2.5043e+03   2.2595e+03   1.5341e+03  -2.4484e+03  | 240.000
Sim Anneal  20000  3.8318e+03   2.4753e+03   2.2726e+03   1.5291e+03  -2.4452e+03  | 200.000
Sim Anneal  21000  3.8318e+03   2.4753e+03   2.2726e+03   1.5291e+03  -2.4452e+03  | 160.000
Sim Anneal  22000  3.8179e+03   2.4678e+03   2.2632e+03   1.5310e+03  -2.4441e+03  | 120.000
Sim Anneal  23000  3.5283e+03   2.7169e+03   1.5554e+03   1.7120e+03  -2.4560e+03  | 80.000
Sim Anneal  24000  3.0481e+03   2.7089e+03   1.0814e+03   1.7127e+03  -2.4550e+03  | 40.000
